0	0.5869962676593032
1	0.5875615682202596
2	0.5869499013243178
3	0.587157251020598
4	0.5874638047354233
5	0.5872114691575829
6	0.5880646223683883
7	0.5876674549706302
8	0.5857905605097872
9	0.5885799919444535
10	0.576303919499408
11	0.5757763107521303
12	0.5402567243323144
13	0.528357316777052
14	0.4907248594252692
15	0.5174486888218002
16	0.5415169239543832
17	0.5656710208890269
18	0.5719747004857842
19	0.5799634292102125
20	0.5830589113505826
21	0.5863323082403245
22	0.5822719075264435
23	0.5820684982846326
24	0.584433372045951
25	0.5854193918370416
26	0.5818827335178175
27	0.5811566170936571
28	0.5835291467568977
29	0.5825570985254156
30	0.5844159795756174
31	0.5847746125507913
32	0.5867474735107988
33	0.5873580850164817
34	0.5821062453274505
35	0.583622214254598
