13	-1.5	0.5251091198539493
13	-1.0	0.6153031434446156
13	-0.5	0.7222668939793595
13	0.0	0.8212230083712432
13	0.5	0.8270547792711054
13	1.0	0.7993127745578091
13	1.5	0.7860139417887212
14	-1.5	0.6651439015083825
14	-1.0	0.7080472800765276
14	-0.5	0.7707726182460075
14	0.0	0.8212230083712432
14	0.5	0.8268180715092848
14	1.0	0.8212351491357862
14	1.5	0.8156727358487899
15	-1.5	0.7197987142936089
15	-1.0	0.7528655116485399
15	-0.5	0.7928943081907397
15	0.0	0.8212230083712432
15	0.5	0.8216035867425562
15	1.0	0.7993824187607601
15	1.5	0.7558278802213801
16	-1.5	0.7623753571565167
16	-1.0	0.7846800227697847
16	-0.5	0.8055132385878626
16	0.0	0.8212230083712432
16	0.5	0.8259076507071601
16	1.0	0.8185739258561839
16	1.5	0.8013822963227863
17	-1.5	0.7669785955386162
17	-1.0	0.7873258713051753
17	-0.5	0.8055750918737206
17	0.0	0.8212230083712432
17	0.5	0.8277939803873144
17	1.0	0.8204472230835064
17	1.5	0.8005608453767591
18	-1.5	0.8022953761887711
18	-1.0	0.8090348844882076
18	-0.5	0.8155601294320274
18	0.0	0.8212230083712432
18	0.5	0.8254157729590622
18	1.0	0.827619286441188
18	1.5	0.8280141972143645
19	-1.5	0.8092696994635163
19	-1.0	0.8128563040565655
19	-0.5	0.8169440701221918
19	0.0	0.8212230083712432
19	0.5	0.8249100258927357
19	1.0	0.8273167236568436
19	1.5	0.8276423914100932
20	-1.5	0.815391866841432
20	-1.0	0.8169949435557072
20	-0.5	0.8189771195960195
20	0.0	0.8212230083712432
20	0.5	0.8237397812499805
20	1.0	0.8258918219880725
20	1.5	0.827490026031864
21	-1.5	0.8167078002616174
21	-1.0	0.8176285106435646
21	-0.5	0.8192646337075149
21	0.0	0.8212230083712432
21	0.5	0.8239743582461311
21	1.0	0.8263363834611116
21	1.5	0.8287200206139611
22	-1.5	0.8154546016598953
22	-1.0	0.8175604740914595
22	-0.5	0.8195266898023837
22	0.0	0.8212230083712432
22	0.5	0.8229439534872174
22	1.0	0.8242199364522265
22	1.5	0.8252992845789604
