positive	-1.5	0.6219999604745358
positive	-1.0	0.7196703401401929
positive	-0.5	0.8029099528454396
positive	0.0	0.8401096996207282
positive	0.5	0.8597704340120192
positive	1.0	0.874838644623674
positive	1.5	0.8747893693187133
negative	-1.5	0.5836716317371115
negative	-1.0	0.652188397144409
negative	-0.5	0.710929211580421
negative	0.0	0.7676435275927299
negative	0.5	0.8048537379504943
negative	1.0	0.8263761864515146
negative	1.5	0.8297301067963982
none	-1.5	0.6308088144455822
none	-1.0	0.6810495195157017
none	-0.5	0.7176136237259025
none	0.0	0.7429497320322994
none	0.5	0.7632085776494862
none	1.0	0.7835327287491431
none	1.5	0.7930357557741534
