positive	-1.5	0.6992311758084859
positive	-1.0	0.7371284532754679
positive	-0.5	0.7847536396423501
positive	0.0	0.8222206022372389
positive	0.5	0.8366602279073795
positive	1.0	0.8182237781490305
positive	1.5	0.7791647505563625
negative	-1.5	0.6435078402092134
negative	-1.0	0.6671369299235212
negative	-0.5	0.7091088593132517
negative	0.0	0.7397420652500923
negative	0.5	0.7589721020201216
negative	1.0	0.7734355076369571
negative	1.5	0.7819070439694552
none	-1.5	0.7237660792789133
none	-1.0	0.7531866045348464
none	-0.5	0.7936494422203222
none	0.0	0.8212230083712432
none	0.5	0.8208446486170604
none	1.0	0.8008061301778125
none	1.5	0.7616005610110244
