0	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
1	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
2	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
3	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
4	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
5	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
6	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
7	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
8	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
9	[0.6376018070812052, 0.63626858019651, 0.6364592273354657, 0.6360420067059505, 0.6350849464785518, 0.6357159826164172, 0.6381584602060099, 0.6350976903220998, 0.6389331138086535, 0.6526327770937467, 0.6870373434463111, 0.7773009186427582, 0.7622473733985755, 0.9062971254385269, 0.7930045104045083, 0.7178677813227607, 0.6878321119017358, 0.672578197783448, 0.6364247961692355, 0.6370099078779589, 0.6336843989434701, 0.6264320414224612, 0.6311794284641062, 0.6332445830924358, 0.6358967065319017, 0.6346516700211394, 0.6320279246302167, 0.6319796822972171, 0.632623840985425, 0.6262223658894446, 0.6235308186434287, 0.6235454756443466]	[0.6376339647753092, 0.6388833721020852, 0.6387199500661068, 0.6391875650043098, 0.6401234365218805, 0.6395290454034668, 0.6371533538908928, 0.6404228095119747, 0.6344384544602442, 0.6205440695691419, 0.5593897430654153, 0.3606175630372356, 0.35606423078836147, 0.2336643709057824, 0.4533412861884461, 0.5242723275434611, 0.571878095186397, 0.5802069049908658, 0.6399510808295829, 0.6302468184374931, 0.6342724180869216, 0.6400946466037467, 0.6377144383390468, 0.6385267159835208, 0.6376903714837902, 0.6403198292149864, 0.6433257642409793, 0.6434697788269902, 0.6430707795778571, 0.6445936810355272, 0.6472507659464055, 0.6439704891361684]	
