0	0.6531152628467538
1	0.6534389311051437
2	0.6535683044684012
3	0.6536338564188425
4	0.6537519226621322
5	0.6533238657914693
6	0.6559112966071745
7	0.6559453714768415
8	0.6550358562785779
9	0.6562739352158675
10	0.6576516760006709
11	0.6641441680615335
12	0.6587588125507448
13	0.6352190875464108
14	0.6189551298532482
15	0.6166015239297056
16	0.6166019891790648
17	0.6164327673764383
18	0.6346539839037315
19	0.6406984315559437
20	0.6467084965604485
21	0.6477433079587017
22	0.6500205598287081
23	0.651341885115512
24	0.6484621127259783
25	0.6420936239004237
26	0.6406536363324389
27	0.6406284990846903
28	0.6406324659382341
29	0.6413830862099026
30	0.6391645392250468
31	0.6390228727337623
32	0.6393984532730487
33	0.6394666442614039
34	0.6377152210369167
35	0.6390399751535405
