0	0.5313928550224548
1	0.5311165188850981
2	0.5306278023217135
3	0.5305819374810885
4	0.5303913446683234
5	0.5329035318246177
6	0.5340118036009577
7	0.5377796595247
8	0.5392525708742686
9	0.5453406427328865
10	0.5277879368512186
11	0.5395963446782958
12	0.552210274254826
13	0.550653538929337
14	0.6177845944629967
15	0.5959373772323007
16	0.5785682778513462
17	0.5572030168901585
18	0.5503613621558204
19	0.5470873316833283
20	0.5411563725603823
21	0.5379911980150412
22	0.5367538504406485
23	0.5347896804913725
24	0.5348730237730336
25	0.5374567180242116
26	0.5399219068944159
27	0.5404068908320624
28	0.5381942078946453
29	0.5383165042327908
30	0.5368054281420355
31	0.5371292763694272
32	0.5404156259583632
33	0.5400316387264023
34	0.5392643274166542
35	0.5391168292318084
