0	0.5234357755551192
1	0.5233779657603239
2	0.5232811521087718
3	0.5231826111305422
4	0.522931419994964
5	0.5227363799129303
6	0.5226549807005264
7	0.522412584854361
8	0.5229646447389146
9	0.5224478927186866
10	0.5196893946891876
11	0.5177444528704569
12	0.5064463413189468
13	0.5139974082984332
14	0.4872476749461403
15	0.4933625248626673
16	0.5195288106725223
17	0.5187281196907755
18	0.5190120266345811
19	0.5191266400525477
20	0.5190083344351681
21	0.5204808476861829
22	0.5202546320228224
23	0.5202794859447585
24	0.5203364427460875
25	0.5200795695470932
26	0.5203046426419585
27	0.5202038191998575
28	0.5205269717635773
29	0.5203205568948649
30	0.5200729293738323
31	0.520002515366747
32	0.5201069114076179
33	0.5205763830750008
34	0.5204284820603009
35	0.5208399988046232
